चूरा,,चूरा,
बलरूम,,बलरूम,
लेशेम,,लेशेम,
सदेवसरे,,सदेवसरे,
भुट्टा,,भुट्टा,
विलगन,,विलगन,
व्यक्तिवाद,,व्यक्तिवाद,
ईनामी,,ईनाम,ी
अवगुणी,,अवगुण,ी
अश्वमेघ,,अश्वमेघ,
मस्जिद,,मस्जिद,
नाव,,नाव,
वेतनवृध्दि,,वेतनवृध्दि,
पूती,,पूत,ी
जकड़,,जकड़,
ऊर्जाआ,,ऊर्जाआ,
अनुत्तेजनशील,,अनुत्तेजनशील,
अनजानों,,अनजान,ों
सम्भालती,,सम्भाल,ती
सिम्युलेटर,,सिम्युलेटर,
शेष,,शेष,
दृढता,,दृढ,ता
ठहराऊं,,ठहर,ाऊं
अवलुंठित,,अवलुंठ,ित
अन्तर्वर्ती,,अन्तर्वर्त,ी
चट्टानरूपी,,चट्टानरूप,ी
सुधारा,,सुधार,ा
ऐकिक,,ऐक,िक
इंद्रियबोध,,इंद्रियबोध,
ठहरेगा,,ठहर,ेगा
जाज,,जाज,
पहुंचेंगी,,पहुंच,ेंगी
निपटा,,निपट,ा
कवचहीन,,कवचहीन,
माँजना,,माँज,ना
अटका,,अटक,ा
जुट,,जुट,
परिषद्,,परिषद्,
प्रतीकों,,प्रतीक,ों
छतद्वार,,छतद्वार,
याजको,,याजक,ो
जेतेर,,जेतेर,
गफ्फार,,गफ्फार,
ट्रैवल,,ट्रैवल,
पेठ,,पेठ,
फुटकर,,फुटकर,
आनन्ददयक,,आनन्ददयक,
एबलमौस्कस,,एबलमौस्कस,
निर्निमेष,,निर्निमेष,
कण्डक्टर,,कण्डक्टर,
ठिनठिनाहट,,ठिनठिनाहट,
कठिनाइयों,,कठिन,ाइयों
गोबर,,गोबर,
याजीज,,याजीज,
ढलान,,ढलान,
कामोन्मादी,,कामोन्माद,ी
अग्रगति,,अग्रगति,
घरती,,घरती,
मीलों,,मील,ों
हठधर्म,,हठधर्म,
रिपब्लिकन,,रिपब्लिकन,
उखाड़ूंगा,,उखाड़,ूंगा
हरगीत,,हरगीत,
दर्शनीयस्थल,,दर्शनीयस्थल,
जैकेट,,जैकेट,
फलमिश्रित,,फलमिश्रित,
ड़र,,ड़र,
दल्,,दल्,
घूँसा,,घूँसा,
प्रजंघिकास्थि,,प्रजंघिकास्थि,
गंडासा,,गंडासा,
फिराने,,फिरा,ने
सकारात्मकता,,सकारात्मक,ता
ओज़ोन,,ओज़ोन,
शीसे,,शीसे,
सूचनापट्ट,,सूचनापट्ट,
चकराकर,,चकराकर,
थमना,,थम,ना
बड़ा,,बड़ा,
नेट,,नेट,
लयवर्धन,,लयवर्धन,
टेनपिन,,टेनपिन,
काट्ना,,काट्ना,
व्यर्थअ,,व्यर्थअ,
असमतल,,असमतल,
कृदंत,,कृदंत,
जंतुदैवत्व,,जंतुदैवत्व,
विक्षोभ,,विक्षोभ,
अचित्रणीय,,अचित्रण,ीय
नयी,,नयी,
स्तब्ध,,स्तब्ध,
सड़े,,सड़,े
मुटाव,,मुटाव,
थानों,,थाना,ों
हत्तूश,,हत्तूश,
गहिरी,,गहिरी,
सुमधुर,,सुमधुर,
अंगो,,अंग,ो
अशुद्धियाना,,अशुद्धि,याना
अमित्रतापूर्ण,,अमित्रतापूर्ण,
छुड़ा,,छुड़ा,
लेड,,लेड,
कूटनीति,,कूटनीति,
मान्द,,मान्द,
आनंदकारक,,आनंदकारक,
मिलत,,मिलत,
बेजान,,बेजान,
नियतवाला,,नियतवाला,
डिबिया,,डिबिया,
विनियमन,,विनियमन,
वृंत,,वृंत,
उत्सर्जनीय,,उत्सर्जन,ीय
ज्ञानवृक्ष,,ज्ञानवृक्ष,
सम्पादकीय,,सम्पादक,ीय
युजर,,युजर,
रबर्टो,,रबर्ट,ो
पंखा,,पंखा,
अतिशयोक्ती,,अतिशयोक्ती,
करुणाशील,,करुणाशील,
सरकती,,सरक,ती
योद्धा,,योद्धा,
विपद्य,,विपद्य,
सूंड़ी,,सूंड़,ी
शीग्रपतन,,शीग्रपतन,
शर्तनामा,,शर्तनामा,
यथास्थिति,,यथास्थिति,
विश्वासघात,,विश्वासघात,
कर्तृवाचक,,कर्तृवाचक,
अंकेक्षित,,अंकेक्षित,
पुरालेखशास्त्र,,पुरालेखशास्त्र,
हअपितु,,हअपितु,
स्थल,,स्थल,
फिरकर,,फिरकर,
रसातली,,रसातल,ी
सुचयनित,,सुचयनित,
धुने,,धुन,े
शिवराम,,शिवराम,
गोलक,,गोलक,
ऐर्लैण्ड,,ऐर्लैण्ड,
वर्दी,,वर्दी,
ठंड़ा,,ठंड़,ा
अरीदै,,अरीदै,
टांगा,,टांगा,
एक्सप्रेस,,एक्सप्रेस,
थापी,,थापी,
मेजबानी,,मेजबान,ी
सम्मानपूर्ण,,सम्मानपूर्ण,
कित,,कित,
कलियाँ,,कलि,याँ
कथितक्रांति,,कथितक्रांति,
गिरिजाकुमार,,गिरिजाकुमार,
क्योंकर,,क्योंकर,
नासाद्वार,,नासाद्वार,
गृहकार्य,,गृहकार्य,
मार,,मार,
लेसने,,लेसने,
धोखेबाज़,,धोखेबाज़,
विन्स्लो,,विन्स्लो,
आचार्यरामचंद्र,,आचार्यरामचंद्र,
प्रयुत्सु,,प्रयुत्सु,
मिलीमीटर,,मिलीमीटर,
फाड़े,,फाड़,े
शिक्ष्न,,शिक्ष्न,
अल्पता,,अल्पता,
वैभवपूर्वक,,वैभवपूर्वक,
बुद्दिमत्ता,,बुद्दिमत्ता,
